listing_id,product_family_key,brand,device_type,price_usd,condition_grade,condition_tier,gpu_brand,processor_brand,processor_family,processor_generation,processor_speed_ghz,os,storage_type,hdd_capacity_gb,ssd_capacity_gb,total_storage_gb,storage_tier,ram_gb,ram_tier,screen_size_inch,screen_tier,display_width_px,display_height_px,color,feature_count,has_touchscreen,has_backlit_keyboard,has_bluetooth,has_wifi
1230,Lenovo_i5_Unk_1TB_14-16in,Lenovo,Notebook/Laptop,590.0,Used,Used,Intel,Intel,i5,3.0,3.0,Windows,SSD,,960.0,960.0,1TB,,Unk,14.0,14-16in,1280.0,720.0,Black,4,False,False,True,True
1231,Dell_i5_4GB_128GB_14-16in,Dell,Notebook/Laptop,110.0,Used,Used,Other,Intel,i5,5.0,2.3,Windows,SSD,,128.0,128.0,128GB,4.0,4GB,14.0,14-16in,1920.0,1080.0,Black,0,False,False,False,False
1232,Lenovo_i5_Unk_256GB_14-16in,Lenovo,Notebook/Laptop,458.0,Used,Used,Intel,Intel,i5,3.0,3.0,Windows,SSD,,240.0,240.0,256GB,,Unk,14.0,14-16in,1280.0,720.0,Black,4,False,False,True,True
1233,Dell_i5_Unk_256GB_14-16in,Dell,Notebook/Laptop,284.8,Used,Used,Other,Intel,i5,,2.4,Windows,SSD,,256.0,256.0,256GB,,Unk,14.0,14-16in,1920.0,1080.0,Black,4,False,False,True,False
1234,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,265.8,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1237,Lenovo_i5_Unk_128GB_14-16in,Lenovo,Notebook/Laptop,578.0,Used,Used,Intel,Intel,i5,6.0,3.0,Windows,SSD,,120.0,120.0,128GB,,Unk,14.0,14-16in,,,Other,4,True,False,True,True
1238,Lenovo_i5_Unk_512GB_14-16in,Lenovo,Notebook/Laptop,619.0,Used,Used,Intel,Intel,i5,6.0,3.0,Windows,SSD,,480.0,480.0,512GB,,Unk,14.0,14-16in,,,Black,4,True,False,True,True
1239,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,121.6,Unknown,Unknown,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1240,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,78.1,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1241,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,282.5,Refurbished - Good,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1242,Dell_i5_8GB_256GB_14-16in,Dell,Other,299.8,Used,Used,Intel,Intel,i5,,2.4,Windows,HDD/SSD,250.0,,250.0,256GB,8.0,8GB,14.0,14-16in,1920.0,1080.0,Other,5,False,True,True,False
1243,Dell_i5_Unk_256GB_14-16in,Dell,Notebook/Laptop,377.2,Used,Used,Intel,Intel,i5,4.0,2.6,Windows,Unknown,,240.0,240.0,256GB,,Unk,14.0,14-16in,1280.0,720.0,Black,3,False,False,False,True
1244,Dell_i5_Unk_512GB_14-16in,Dell,Notebook/Laptop,414.2,Used,Used,Intel,Intel,i5,4.0,2.6,Windows,Unknown,,480.0,480.0,512GB,,Unk,14.0,14-16in,1280.0,720.0,Black,4,False,False,True,True
1245,Dell_i5_Unk_512GB_14-16in,Dell,Notebook/Laptop,534.0,Used,Used,Amd,Intel,i5,4.0,3.0,Windows,Unknown,,480.0,480.0,512GB,,Unk,15.6,14-16in,1280.0,720.0,Other,4,False,False,True,True
1246,Lenovo_i5_8GB_2TB_14-16in,Lenovo,Notebook/Laptop,200.0,Used,Used,Intel,Intel,i5,6.0,2.4,Windows,SSD,512.0,512.0,1024.0,2TB,8.0,8GB,14.0,14-16in,1920.0,1080.0,Black,6,False,True,True,True
1247,Dell_i5_Unk_2TB_14-16in,Dell,Notebook/Laptop,775.5,Used,Used,Amd,Intel,i5,4.0,,Windows,Unknown,,2000.0,2000.0,2TB,,Unk,15.6,14-16in,1280.0,720.0,Silver,1,False,False,False,False
1248,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,11.94,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1249,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,216.0,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1250,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,123.5,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1251,Lenovo_i5_Unk_256GB_12-14in,Lenovo,Notebook/Laptop,442.8,Used,Used,Intel,Intel,i5,4.0,1.99,Windows,SSD,,240.0,240.0,256GB,,Unk,12.5,12-14in,1280.0,720.0,Other,6,False,False,True,True
1252,Lenovo_i5_Unk_128GB_14-16in,Lenovo,Notebook/Laptop,519.0,Used,Used,Intel,Intel,i5,6.0,,Windows,Unknown,,120.0,120.0,128GB,,Unk,14.0,14-16in,1920.0,1080.0,Black,0,False,False,False,False
1253,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,112.44,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1254,LG_Unknown_Unk_Unk_14-16in,LG,Other,92.6,Unknown,Unknown,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,15.6,14-16in,,,Other,0,False,False,False,False
1255,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,304.5,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1256,Dell_i5_Unk_256GB_14-16in,Dell,Notebook/Laptop,282.8,Used,Used,Intel,Intel,i5,4.0,2.6,Windows,Unknown,,240.0,240.0,256GB,,Unk,14.0,14-16in,1280.0,720.0,Other,3,False,False,False,True
1257,LG_Unknown_Unk_Unk_Unk,LG,Other,92.9,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1258,Dell_i5_Unk_1TB_14-16in,Dell,Notebook/Laptop,494.2,Used,Used,Intel,Intel,i5,5.0,2.7,Windows,Unknown,,960.0,960.0,1TB,,Unk,14.0,14-16in,1280.0,720.0,Other,3,False,False,False,True
1259,Acer_pentium_Unk_Unk_14-16in,Acer,Other,21.88,For Parts / Not Working,End-of-Life,Other,Intel,pentium,,,Unknown,Unknown,,,,Unk,,Unk,14.0,14-16in,,,Other,0,False,False,False,False
1260,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,140.2,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1261,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,163.5,Unknown,Unknown,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1262,Lenovo_i3_Unk_256GB_14-16in,Lenovo,Other,624.0,Used,Used,Intel,Intel,i3,10.0,,Windows,Unknown,,240.0,240.0,256GB,,Unk,15.6,14-16in,1920.0,1080.0,Gray,1,False,False,False,False
1263,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,473.8,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1264,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,470.5,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1265,Other/Unbranded_i3_Unk_256GB_12-14in,Other/Unbranded,Other,358.5,Refurbished - Seller Grade,Refurbished,Intel,Intel,i3,6.0,,Windows,Unknown,,256.0,256.0,256GB,,Unk,13.3,12-14in,1280.0,720.0,Other,1,False,False,False,False
1266,Dell_i5_Unk_256GB_14-16in,Dell,Notebook/Laptop,281.2,Used,Used,Intel,Intel,i5,4.0,2.6,Windows,Unknown,,240.0,240.0,256GB,,Unk,14.0,14-16in,1280.0,720.0,Other,3,False,False,False,True
1267,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,57.88,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1268,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,319.0,Refurbished - Very Good,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1269,Acer_Unknown_Unk_Unk_Unk,Acer,Other,64.9,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1270,Lenovo_i3_Unk_256GB_14-16in,Lenovo,Notebook/Laptop,565.0,Used,Used,Intel,Intel,i3,10.0,1.49,Windows,SSD,,240.0,240.0,256GB,,Unk,15.6,14-16in,1920.0,1080.0,Gray,4,False,False,True,True
1271,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,1717.0,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1272,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,960.0,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1273,Acer_pentium_Unk_Unk_14-16in,Acer,Other,21.64,For Parts / Not Working,End-of-Life,Other,Intel,pentium,,,Unknown,Unknown,,,,Unk,,Unk,15.0,14-16in,,,Other,0,False,False,False,False
1274,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,996.5,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1275,Dell_i5_Unk_256GB_14-16in,Dell,Notebook/Laptop,390.0,Used,Used,Intel,Intel,i5,4.0,,Windows,Unknown,,240.0,240.0,256GB,,Unk,14.0,14-16in,1280.0,720.0,Other,0,False,False,False,False
1276,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,389.0,Refurbished - Good,Refurbished,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1277,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,307.0,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Black,0,False,False,False,False
1278,Dell_i5_Unk_128GB_12-14in,Dell,Notebook/Laptop,396.8,Used,Used,Intel,Intel,i5,6.0,2.8,Windows,Unknown,,120.0,120.0,128GB,,Unk,12.5,12-14in,1920.0,1080.0,Other,5,True,False,True,True
1279,AUO_Unknown_Unk_Unk_Unk,AUO,Other,95.56,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1280,Lenovo_i5_8GB_512GB_14-16in,Lenovo,Notebook/Laptop,188.8,Used,Used,Intel,Intel,i5,6.0,2.4,Windows,SSD,256.0,256.0,512.0,512GB,8.0,8GB,14.0,14-16in,1920.0,1080.0,Other,6,True,False,True,True
1281,AUO_Unknown_Unk_Unk_Unk,AUO,Other,114.5,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1282,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,242.5,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1283,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,650.5,Unknown,Unknown,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1284,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,324.5,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1285,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,1758.0,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1286,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,394.8,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1287,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,161.9,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1288,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,461.8,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1289,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,506.8,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1290,Dell_i3_4GB_1TB_14-16in,Dell,Other,80.0,Used,Used,Other,Intel,i3,4.0,1.9,Windows,HDD/SSD,500.0,500.0,1000.0,1TB,4.0,4GB,14.0,14-16in,1366.0,768.0,Other,0,False,False,False,False
1291,Acer_pentium_4GB_64GB_14-16in,Acer,Other,60.0,Open Box,Like-New,Other,Intel,pentium,,,Chrome,EMMC,32.0,32.0,64.0,64GB,4.0,4GB,15.0,14-16in,1920.0,1080.0,Silver,7,False,False,True,True
1292,Samsung_celeron_4GB_32GB_Sub-12in,Samsung,Notebook/Laptop,47.0,Used,Used,Intel,Intel,celeron,,2.5,Chrome,SSD,16.0,16.0,32.0,32GB,4.0,4GB,11.6,Sub-12in,1366.0,768.0,Black,4,False,True,True,True
1293,Microsoft_pentium_Unk_64GB_Sub-12in,Microsoft,Notebook/Laptop,107.56,Used,Used,Other,Intel,pentium,,,Unknown,Unknown,64.0,,64.0,64GB,,Unk,10.5,Sub-12in,,,Other,0,False,False,False,False
1294,Lenovo_i5_4GB_512GB_14-16in,Lenovo,Notebook/Laptop,100.0,Used,Used,Intel,Intel,i5,,2.5,Windows,HDD/SSD,500.0,,500.0,512GB,4.0,4GB,15.6,14-16in,1024.0,768.0,Black,7,False,False,False,True
1295,Lenovo_i5_8GB_512GB_Unk,Lenovo,Other,99.94,Used,Used,Other,Intel,i5,,2.4,Windows,SSD,256.0,256.0,512.0,512GB,8.0,8GB,,Unk,,,Black,1,False,False,False,True
1296,Dell_celeron_4GB_64GB_Sub-12in,Dell,Notebook/Laptop,450.0,Used,Used,Other,Intel,celeron,,1.6,Chrome,SSD,32.0,32.0,64.0,64GB,4.0,4GB,11.0,Sub-12in,1366.0,768.0,Other,1,True,False,False,False
1297,Microsoft_i5_8GB_256GB_12-14in,Microsoft,Notebook/Laptop,175.0,Used,Used,Intel,Intel,i5,10.0,1.2,Unknown,SSD,128.0,128.0,256.0,256GB,8.0,8GB,13.5,12-14in,2256.0,1504.0,Silver,10,True,True,True,True
1298,Other/Unbranded_i7_32GB_512GB_14-16in,Other/Unbranded,Notebook/Laptop,593.0,Used,Used,Other,Intel,i7,9.0,2.6,Mac,SSD,,512.0,512.0,512GB,32.0,32GB,15.4,14-16in,,,Other,0,False,False,False,False
1299,Dell_i5_16GB_512GB_14-16in,Dell,Notebook/Laptop,140.0,Used,Used,Intel,Intel,i5,8.0,1.6,Windows,HDD/SSD,500.0,,500.0,512GB,16.0,16GB,14.0,14-16in,1366.0,768.0,Black,0,False,False,False,False
1300,Microsoft_i5_32GB+_512GB_12-14in,Microsoft,Notebook/Laptop,69.6,For Parts / Not Working,End-of-Life,Other,Intel,i5,,,Unknown,SSD,256.0,256.0,512.0,512GB,256.0,32GB+,12.5,12-14in,,,Other,5,False,True,True,False
1301,Dell_i7_32GB_2TB_14-16in,Dell,Notebook/Laptop,335.0,Refurbished - Excellent,Refurbished,Intel,Intel,i7,,1.9,Windows,SSD,512.0,512.0,1024.0,2TB,32.0,32GB,14.0,14-16in,1920.0,1080.0,Black,7,True,True,True,True
1302,Dell_i3_4GB_512GB_14-16in,Dell,Notebook/Laptop,79.0,Used,Used,Other,Intel,i3,2.0,2.3,Windows,HDD/SSD,250.0,250.0,500.0,512GB,4.0,4GB,14.0,14-16in,,,Other,0,False,False,False,False
1303,HP_pentium_Unk_Unk_14-16in,HP,Notebook/Laptop,39.97,For Parts / Not Working,End-of-Life,Other,Intel,pentium,,,Unknown,Unknown,,,,Unk,,Unk,15.6,14-16in,,,Other,0,False,False,False,False
1304,HP_celeron_4GB_32GB_14-16in,HP,Other,49.0,Used,Used,Intel,Intel,celeron,,2.4,Chrome,EMMC,1.0,16.0,17.0,32GB,4.0,4GB,14.0,14-16in,1366.0,768.0,Grey,5,False,False,True,True
1305,Dell_i7_8GB_1TB_14-16in,Dell,Notebook/Laptop,73.0,Used,Used,Other,Intel,i7,4.0,2.1,Windows,HDD/SSD,500.0,500.0,1000.0,1TB,8.0,8GB,14.0,14-16in,,,Other,0,False,False,False,False
1306,Dell_core2duo_4GB_128GB_14-16in,Dell,Notebook/Laptop,149.0,Used,Used,Intel,Intel,core 2 duo,,2.0,Windows,SSD,,128.0,128.0,128GB,4.0,4GB,14.0,14-16in,1280.0,800.0,Silver,0,False,False,False,False
1307,Other/Unbranded_i9_32GB_2TB_16in+,Other/Unbranded,Notebook/Laptop,2378.0,New,New,Nvidia,Intel,i9,13.0,,Windows,SSD,1000.0,1000.0,2000.0,2TB,32.0,32GB,18.0,16in+,1920.0,1080.0,Black,3,False,True,True,False
1308,Dell_i5_Unk_Unk_14-16in,Dell,Other,22.55,For Parts / Not Working,End-of-Life,Other,Intel,i5,,,Unknown,Unknown,,,,Unk,,Unk,14.0,14-16in,,,Other,0,False,False,False,False
1309,Lenovo_ryzen5_16GB_512GB_14-16in,Lenovo,Notebook/Laptop,500.0,New,New,Amd,AMD,ryzen 5,,2.3,Windows,SSD,256.0,256.0,512.0,512GB,16.0,16GB,14.0,14-16in,1920.0,1080.0,Black,2,False,False,False,True
1310,Asus_i5_8GB_1TB_14-16in,Asus,Notebook/Laptop,70.0,Used,Used,Intel,Intel,i5,,2.5,Windows,HDD/SSD,750.0,,750.0,1TB,6.0,8GB,15.6,14-16in,,,Black,2,False,False,True,False
1311,LG_i7_16GB_1TB_16in+,LG,Notebook/Laptop,990.0,Unknown,Unknown,Intel,Intel,i7,11.0,2.9,Windows,SSD,,1000.0,1000.0,1TB,16.0,16GB,17.0,16in+,2560.0,1600.0,Black,5,False,True,True,True
1312,Acer_i7_16GB_256GB_12-14in,Acer,Notebook/Laptop,230.0,Used,Used,Intel,Intel,i7,10.0,1.8,Chrome,SSD,16.0,128.0,144.0,256GB,16.0,16GB,13.5,12-14in,2256.0,1504.0,Gray,1,True,False,False,False
1313,Acer_i5_4GB_128GB_12-14in,Acer,Notebook/Laptop,118.1,Used,Used,Other,Intel,i5,6.0,2.3,Windows,SSD,,128.0,128.0,128GB,4.0,4GB,12.0,12-14in,2160.0,1440.0,Other,5,True,False,False,False
1314,Lenovo_i5_16GB_2TB_14-16in,Lenovo,Notebook/Laptop,320.0,Used,Used,Intel,Intel,i5,10.0,1.0,Windows,SSD,512.0,512.0,1024.0,2TB,16.0,16GB,14.0,14-16in,1920.0,1080.0,Gray,7,True,True,True,True
1315,Dell_Other/Unspecified_4GB_1TB_14-16in,Dell,Notebook/Laptop,75.0,Used,Used,Other,AMD,Other/Unspecified,,,Windows,Unknown,500.0,500.0,1000.0,1TB,4.0,4GB,15.6,14-16in,,,Other,0,False,False,False,False
1316,Other/Unbranded_i5_4GB_128GB_12-14in,Other/Unbranded,Other,100.0,Used,Used,Other,Intel,i5,4.0,,Unknown,SSD,,128.0,128.0,128GB,4.0,4GB,13.0,12-14in,,,Other,0,False,False,False,False
1317,HP_Other/Unspecified_4GB_512GB_14-16in,HP,Notebook/Laptop,75.0,Used,Used,Other,AMD,Other/Unspecified,,1.6,Windows,HDD/SSD,320.0,,320.0,512GB,4.0,4GB,14.0,14-16in,,,Other,2,False,False,True,False
1318,Other/Unbranded_i5_8GB_256GB_Unk,Other/Unbranded,Notebook/Laptop,164.5,Refurbished - Good,Refurbished,Intel,Intel,i5,,1.8,Windows,SSD,120.0,120.0,240.0,256GB,8.0,8GB,,Unk,1920.0,1080.0,Other,3,False,False,False,True
1319,Dell_i7_16GB_512GB_14-16in,Dell,Notebook/Laptop,350.0,Unknown,Unknown,Intel,Intel,i7,8.0,1.9,Windows,SSD,,512.0,512.0,512GB,16.0,16GB,14.0,14-16in,1920.0,1080.0,Gray,0,False,False,False,False
1320,Dell_i7_16GB_2TB_16in+,Dell,Notebook/Laptop,399.0,Used,Used,Other,Intel,i7,,2.7,Unknown,SSD,512.0,512.0,1024.0,2TB,16.0,16GB,17.3,16in+,1920.0,1080.0,Other,0,False,False,False,False
1321,HP_i5_8GB_1TB_14-16in,HP,Notebook/Laptop,100.0,Used,Used,Intel,Intel,i5,,2.5,Windows,HDD/SSD,500.0,500.0,1000.0,1TB,8.0,8GB,15.6,14-16in,1366.0,768.0,Gray,1,True,False,False,False
1322,HP_i5_8GB_128GB_14-16in,HP,Notebook/Laptop,200.0,Unknown,Unknown,Intel,Intel,i5,10.0,1.7,Chrome,SSD,64.0,64.0,128.0,128GB,8.0,8GB,14.0,14-16in,1920.0,1080.0,Silver,1,True,False,False,False
1323,Dell_i5_8GB_512GB_14-16in,Dell,Notebook/Laptop,115.0,Used,Used,Intel,Intel,i5,6.0,2.3,Windows,SSD,256.0,256.0,512.0,512GB,8.0,8GB,15.6,14-16in,1366.0,768.0,Black,3,False,False,True,False
1324,Dell_i5_32GB_2TB_14-16in,Dell,Notebook/Laptop,399.0,Used,Used,Intel,Intel,i5,8.0,1.7,Unknown,SSD,512.0,512.0,1024.0,2TB,32.0,32GB,14.0,14-16in,1920.0,1080.0,Black,6,True,True,True,True
1325,Microsoft_i5_8GB_256GB_12-14in,Microsoft,Notebook/Laptop,93.0,Used,Used,Other,Intel,i5,7.0,2.6,Windows,SSD,128.0,128.0,256.0,256GB,8.0,8GB,13.5,12-14in,2256.0,1504.0,Silver,5,True,False,True,True
1326,Dell_Unknown_Unk_Unk_14-16in,Dell,Notebook/Laptop,16.3,For Parts / Not Working,End-of-Life,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,14.0,14-16in,,,Other,0,False,False,False,False
1327,HP_i5_8GB_256GB_14-16in,HP,Notebook/Laptop,180.0,Used,Used,Other,Intel,i5,6.0,2.4,Windows,SSD,,256.0,256.0,256GB,8.0,8GB,14.0,14-16in,1920.0,1080.0,Black,6,False,False,True,True
1328,Dell_i7_4GB_Unk_Unk,Dell,Notebook/Laptop,70.0,For Parts / Not Working,End-of-Life,Other,Intel,i7,,1.6,Unknown,Unknown,,,,Unk,4.0,4GB,,Unk,,,Gray,1,False,True,False,False
1329,Microsoft_i7_16GB_256GB_12-14in,Microsoft,Notebook/Laptop,725.0,Refurbished - Very Good,Refurbished,Other,Intel,i7,10.0,1.3,Windows,SSD,,256.0,256.0,256GB,16.0,16GB,13.5,12-14in,,,Other,0,False,False,False,False
1330,Dell_celeron_4GB_32GB_Sub-12in,Dell,Notebook/Laptop,29.89,Used,Used,Other,Intel,celeron,,1.6,Chrome,SSD,16.0,16.0,32.0,32GB,4.0,4GB,11.6,Sub-12in,,,Black,0,False,False,False,False
1331,Acer_celeron_4GB_16GB_Sub-12in,Acer,Notebook/Laptop,38.0,Unknown,Unknown,Intel,Intel,celeron,,1.6,Chrome,EMMC,16.0,,16.0,16GB,4.0,4GB,11.6,Sub-12in,1366.0,768.0,Gray,4,True,False,True,True
1332,HP_i5_8GB_256GB_14-16in,HP,Notebook/Laptop,184.1,Used,Used,Other,Intel,i5,8.0,2.7,Windows,SSD,,256.0,256.0,256GB,8.0,8GB,15.6,14-16in,,,Other,0,False,False,False,False
1333,HP_i5_16GB_1TB_14-16in,HP,Notebook/Laptop,157.8,Used,Used,Intel,Intel,i5,3.0,2.6,Windows,HDD/SSD,500.0,500.0,1000.0,1TB,16.0,16GB,15.6,14-16in,,,Purple,6,False,False,True,True
1334,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,396.0,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1335,Lenovo_Unknown_Unk_Unk_Unk,Lenovo,Other,74.3,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1336,Asus_Unknown_Unk_Unk_Unk,Asus,Other,74.44,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1337,LG_Unknown_Unk_Unk_Unk,LG,Other,109.9,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1338,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,574.5,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1339,AUO_Unknown_Unk_Unk_Unk,AUO,Other,89.8,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1340,Samsung_Unknown_Unk_Unk_Unk,Samsung,Other,135.5,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1341,Acer_pentium_Unk_Unk_14-16in,Acer,Other,22.22,For Parts / Not Working,End-of-Life,Other,Intel,pentium,,,Unknown,Unknown,,,,Unk,,Unk,15.4,14-16in,,,Other,0,False,False,False,False
1342,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,20.44,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1343,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,204.5,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1344,Lenovo_i5_Unk_512GB_14-16in,Lenovo,Notebook/Laptop,376.0,Used,Used,Intel,Intel,i5,6.0,2.8,Windows,Unknown,,480.0,480.0,512GB,,Unk,14.0,14-16in,1920.0,1080.0,Other,5,False,True,True,True
1345,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,104.7,Unknown,Unknown,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
1346,AUO_Unknown_Unk_Unk_Unk,AUO,Other,93.9,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
