Brand,Price,Condition,GPU,Processor_Family,Processor_Speed_GHz,Type,OS,Storage_Type,Storage_GB,Screen_Size_in,RAM_GB,Model_Key
dell,90.0,Used,intel,celeron,1.6,notebook/laptop,windows,hdd/ssd,500.0,15.6,4.0,dell_celeron_standard
samsung,129.5,Open Box,intel,celeron,1.1,notebook/laptop,chrome,emmc,32.0,14.0,4.0,samsung_celeron_mid
dell,250.0,Used,other,i5,2.5,notebook/laptop,windows,ssd,256.0,15.6,,dell_i5_standard
microsoft,177.1,Used,other,i5,,other,windows,ssd,128.0,13.5,128.0,microsoft_i5_mid
lenovo,190.0,Used,intel,i5,2.4,notebook/laptop,windows,ssd,512.0,14.0,16.0,lenovo_i5_mid
dell,180.0,Used,intel,i7,1.9,notebook/laptop,windows,ssd,512.0,14.0,16.0,dell_i7_mid
dell,87.3,Unknown,intel,celeron,1.1,notebook/laptop,windows,ssd,128.0,11.6,4.0,dell_celeron_small
samsung,247.0,Open Box,other,other,,notebook/laptop,windows,ssd,128.0,14.0,8.0,samsung_other_mid
dell,80.0,Used,intel,i3,2.3,other,unknown,ssd,256.0,13.3,8.0,dell_i3_mid
lenovo,90.0,Used,intel,i5,3.3,notebook/laptop,windows,ssd,512.0,14.0,16.0,lenovo_i5_mid
hp,48.0,Used,other,i5,1.9,notebook/laptop,windows,hdd/ssd,500.0,,4.0,hp_i5_unknown
dell,220.0,Refurbished,intel,i5,,notebook/laptop,windows,ssd,512.0,14.0,16.0,dell_i5_mid
hp,80.0,Used,intel,celeron,2.16,notebook/laptop,chrome,emmc,16.0,14.0,4.0,hp_celeron_mid
other,258.0,Used,other,i5,2.3,notebook/laptop,windows,unknown,128.0,11.6,8.0,other_i5_small
dell,32.94,Unknown,intel,celeron,1.6,notebook/laptop,chrome,emmc,16.0,11.6,4.0,dell_celeron_small
lenovo,23.0,Used,other,celeron,2.4,notebook/laptop,chrome,emmc,32.0,,4.0,lenovo_celeron_unknown
hp,29.0,Unknown,intel,celeron,1.1,notebook/laptop,chrome,emmc,16.0,11.6,4.0,hp_celeron_small
hp,370.0,New,intel,i5,2.4,notebook/laptop,windows,ssd,256.0,15.6,8.0,hp_i5_standard
hp,200.0,Refurbished,intel,i7,1.8,notebook/laptop,windows,ssd,256.0,15.6,16.0,hp_i7_standard
lenovo,170.0,Refurbished,intel,i5,2.4,notebook/laptop,windows,ssd,256.0,14.0,12.0,lenovo_i5_mid
lenovo,370.0,Used,amd,ryzen7,1.7,notebook/laptop,windows,ssd,512.0,14.0,32.0,lenovo_ryzen7_mid
hp,300.0,Refurbished,intel,i5,3.6,notebook/laptop,unknown,ssd,2048.0,14.0,,hp_i5_mid
hp,85.0,Refurbished,intel,celeron,2.16,notebook/laptop,chrome,emmc,16.0,14.0,4.0,hp_celeron_mid
lenovo,75.0,Refurbished,intel,celeron,2.4,notebook/laptop,chrome,emmc,32.0,11.6,4.0,lenovo_celeron_small
microsoft,198.0,Used,intel,i5,1.7,notebook/laptop,windows,ssd,256.0,13.5,8.0,microsoft_i5_mid
acer,70.0,Refurbished,other,celeron,1.6,notebook/laptop,linux,ssd,32.0,11.6,4.0,acer_celeron_small
dell,316.0,Used,intel,i5,1.6,notebook/laptop,windows,ssd,256.0,14.0,16.0,dell_i5_mid
dell,140.0,Used,other,i5,,other,unknown,unknown,,14.1,,dell_i5_standard
lg,425.0,Unknown,intel,i7,4.7,notebook/laptop,windows,ssd,512.0,14.0,16.0,lg_i7_mid
acer,50.0,Refurbished,intel,celeron,1.4,notebook/laptop,chrome,ssd,16.0,11.6,4.0,acer_celeron_small
lenovo,150.0,Used,intel,i3,2.1,notebook/laptop,windows,hdd/ssd,128.0,14.0,8.0,lenovo_i3_mid
microsoft,270.0,Used,intel,i7,1.9,notebook/laptop,windows,ssd,512.0,12.3,16.0,microsoft_i7_mid
lg,425.0,Used,other,i7,,notebook/laptop,windows,ssd,512.0,17.0,16.0,lg_i7_large
hp,30.48,Used,other,other,1.6,notebook/laptop,chrome,ssd,16.0,11.6,4.0,hp_other_small
dell,440.0,Used,other,i7,2.6,notebook/laptop,windows,ssd,1024.0,15.6,16.0,dell_i7_standard
lg,619.0,Used,intel,i7,,notebook/laptop,windows,ssd,512.0,17.0,16.0,lg_i7_large
acer,60.0,Used,other,celeron,1.6,other,chrome,unknown,32.0,14.0,4.0,acer_celeron_mid
lenovo,393.2,Used,intel,i5,2.8,notebook/laptop,windows,unknown,480.0,14.0,,lenovo_i5_mid
dell,327.8,Used,intel,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
dell,279.5,Used,intel,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
lenovo,200.0,Used,other,i7,2.1,other,windows,ssd,256.0,14.0,8.0,lenovo_i7_mid
samsung,130.0,Used,other,other,,other,windows,hdd/ssd,80.0,7.0,1.0,samsung_other_small
dell,265.0,Refurbished,other,i7,4.8,notebook/laptop,windows,ssd,,13.3,16.0,dell_i7_mid
other,148.0,Unknown,intel,pentium,1.1,notebook/laptop,windows,ssd,128.0,15.6,4.0,other_pentium_standard
lenovo,230.0,Used,intel,i7,2.6,notebook/laptop,windows,ssd,512.0,14.0,16.0,lenovo_i7_mid
dell,345.0,Used,intel,i5,2.7,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
microsoft,255.0,Used,intel,i5,1.1,notebook/laptop,windows,ssd,128.0,12.3,8.0,microsoft_i5_mid
dell,442.8,Used,intel,i5,2.8,notebook/laptop,windows,unknown,240.0,12.5,,dell_i5_mid
other,30.77,New,other,other,,other,unknown,unknown,,,,other_other_unknown
hp,490.0,Used,other,i7,,notebook/laptop,windows,unknown,1024.0,15.6,,hp_i7_standard
asus,780.5,Used,nvidia,i7,2.6,notebook/laptop,unknown,ssd,16.0,15.6,16.0,asus_i7_standard
lenovo,250.0,Refurbished,intel,i5,1.6,notebook/laptop,windows,hdd/ssd,1024.0,15.6,16.0,lenovo_i5_standard
hp,49.0,Used,intel,celeron,1.4,other,chrome,ssd,16.0,14.0,4.0,hp_celeron_mid
other,1295.0,Unknown,intel,other,2.6,other,windows,ssd,256.0,10.1,8.0,other_other_small
dell,312.0,Used,nvidia,i5,2.6,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
acer,126.56,Used,other,other,,other,unknown,unknown,,,,acer_other_unknown
hp,519.5,Unknown,amd,ryzen7,4.2,notebook/laptop,windows,ssd,512.0,14.0,16.0,hp_ryzen7_mid
dell,349.0,Refurbished,intel,i5,1.2,notebook/laptop,windows,ssd,512.0,15.6,12.0,dell_i5_standard
hp,120.0,Used,amd,other,1.8,notebook/laptop,windows,ssd,512.0,14.0,8.0,hp_other_mid
hp,100.0,Unknown,intel,celeron,1.1,notebook/laptop,chrome,emmc,32.0,14.0,4.0,hp_celeron_mid
lg,499.0,Unknown,intel,i5,3.0,notebook/laptop,windows,ssd,256.0,14.0,8.0,lg_i5_mid
lenovo,56.0,Unknown,other,other,2.1,other,chrome,emmc,32.0,11.6,4.0,lenovo_other_small
asus,196.1,Used,other,other,,other,unknown,unknown,,,,asus_other_unknown
asus,138.0,For Parts,other,i3,,notebook/laptop,unknown,hdd/ssd,,17.3,,asus_i3_large
acer,129.0,Unknown,other,celeron,2.48,notebook/laptop,chrome,hdd/ssd,32.0,11.6,4.0,acer_celeron_small
dell,160.0,Used,intel,i5,,notebook/laptop,windows,ssd,8.0,14.0,8.0,dell_i5_mid
dell,21.95,Used,amd,other,2.0,notebook/laptop,windows,hdd/ssd,180.0,15.4,4.0,dell_other_standard
dell,199.0,Used,other,i5,1.7,notebook/laptop,windows,ssd,512.0,15.6,16.0,dell_i5_standard
hp,190.0,Used,intel,i5,,notebook/laptop,windows,ssd,256.0,15.0,16.0,hp_i5_standard
dell,200.0,Unknown,intel,celeron,,notebook/laptop,windows,hdd/ssd,,11.6,,dell_celeron_small
dell,324.0,Used,intel,i5,2.7,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
microsoft,75.0,For Parts,other,other,,other,unknown,unknown,,,,microsoft_other_unknown
other,177.1,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
microsoft,570.0,Unknown,other,other,3.0,notebook/laptop,windows,ssd,256.0,13.0,16.0,microsoft_other_mid
dell,154.0,Unknown,intel,celeron,2.8,notebook/laptop,chrome,emmc,16.0,11.6,4.0,dell_celeron_small
hp,189.8,Used,other,other,,other,unknown,unknown,,,,hp_other_unknown
samsung,63.25,Used,other,other,,other,unknown,unknown,,,,samsung_other_unknown
dell,292.2,Used,intel,i5,3.0,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
other,332.8,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,391.0,Used,intel,i7,3.5,notebook/laptop,windows,unknown,240.0,14.0,,lenovo_i7_mid
lenovo,714.5,New,intel,i5,4.0,notebook/laptop,windows,ssd,256.0,15.6,,lenovo_i5_standard
hp,50.0,Used,other,other,,notebook/laptop,windows,unknown,,15.0,,hp_other_standard
hp,939.5,Refurbished,nvidia,i7,5.0,notebook/laptop,windows,ssd,1024.0,,32.0,hp_i7_unknown
hp,115.0,For Parts,intel,celeron,2.16,notebook/laptop,chrome,ssd,16.0,11.6,4.0,hp_celeron_small
hp,300.0,Used,intel,i5,2.1,other,unknown,ssd,256.0,,16.0,hp_i5_unknown
microsoft,60.0,For Parts,other,i5,,notebook/laptop,windows,ssd,256.0,,8.0,microsoft_i5_unknown
lenovo,115.0,Unknown,intel,celeron,1.1,notebook/laptop,chrome,emmc,32.0,11.6,4.0,lenovo_celeron_small
lenovo,300.0,Used,other,ryzen5,2.1,notebook/laptop,windows,ssd,476.0,14.0,16.0,lenovo_ryzen5_mid
dell,279.5,Used,intel,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
other,162.0,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
samsung,46.0,Used,other,celeron,,other,unknown,unknown,16.0,11.6,,samsung_celeron_small
dell,119.0,Used,intel,i5,1.9,notebook/laptop,unknown,hdd/ssd,,14.0,8.0,dell_i5_mid
hp,110.0,Used,intel,i5,2.4,notebook/laptop,windows,hdd/ssd,500.0,15.6,8.0,hp_i5_standard
dell,303.0,Used,intel,i5,,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
dell,400.0,Unknown,other,other,,notebook/laptop,windows,ssd,512.0,13.0,16.0,dell_other_mid
dell,749.0,Open Box,intel,i5,,notebook/laptop,windows,ssd,256.0,16.0,16.0,dell_i5_large
lenovo,163.2,Used,intel,i5,2.6,other,windows,hdd/ssd,500.0,15.6,8.0,lenovo_i5_standard
dell,240.0,Used,intel,i5,2.4,notebook/laptop,windows,ssd,8.0,14.0,8.0,dell_i5_mid
hp,69.9,Used,other,other,2.4,other,unknown,ssd,256.0,13.9,8.0,hp_other_mid
hp,479.5,Refurbished,intel,i5,4.6,notebook/laptop,windows,ssd,256.0,15.6,8.0,hp_i5_standard
dell,1900.0,Refurbished,intel,i7,1.8,notebook/laptop,windows,ssd,1024.0,14.0,32.0,dell_i7_mid
lenovo,393.2,Used,intel,i5,2.8,notebook/laptop,windows,unknown,480.0,14.0,,lenovo_i5_mid
dell,300.2,Used,nvidia,i5,2.6,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
lenovo,500.0,Open Box,other,ryzen5,,other,windows,unknown,,,,lenovo_ryzen5_unknown
dell,899.0,Refurbished,nvidia,i7,,notebook/laptop,windows,other,1024.0,16.0,16.0,dell_i7_large
lenovo,200.0,Used,other,other,2.4,notebook/laptop,windows,unknown,160.0,14.1,,lenovo_other_standard
dell,360.0,Refurbished,intel,i5,1.6,notebook/laptop,windows,ssd,512.0,13.3,16.0,dell_i5_mid
hp,259.0,Unknown,intel,pentium,1.8,notebook/laptop,windows,ssd,128.0,15.6,4.0,hp_pentium_standard
hp,179.0,Used,other,i5,2.2,notebook/laptop,windows,hdd/ssd,750.0,15.6,8.0,hp_i5_standard
lenovo,231.0,Used,intel,i5,2.4,notebook/laptop,windows,ssd,256.0,14.0,16.0,lenovo_i5_mid
dell,1050.0,Refurbished,intel,i7,2.8,notebook/laptop,windows,ssd,256.0,15.6,16.0,dell_i7_standard
microsoft,158.1,Unknown,other,i5,,other,windows,unknown,512.0,,,microsoft_i5_unknown
dell,200.0,Used,other,i5,1.6,notebook/laptop,windows,ssd,512.0,13.3,16.0,dell_i5_mid
dell,380.0,Unknown,amd,ryzen5,4.3,notebook/laptop,windows,ssd,512.0,14.0,16.0,dell_ryzen5_mid
hp,79.94,Used,other,celeron,2.16,other,chrome,emmc,16.0,11.6,16.0,hp_celeron_small
other,299.0,Used,other,i5,2.5,notebook/laptop,windows,other,500.0,14.0,8.0,other_i5_mid
hp,325.0,New,intel,i3,4.1,notebook/laptop,windows,ssd,256.0,15.6,8.0,hp_i3_standard
dell,298.8,Used,nvidia,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
dell,352.0,Used,intel,i5,,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
dell,294.0,Used,nvidia,i5,,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
hp,44.0,Used,intel,celeron,1.6,other,chrome,ssd,32.0,11.6,4.0,hp_celeron_small
acer,550.0,Unknown,other,i7,,notebook/laptop,windows,ssd,512.0,15.6,12.0,acer_i7_standard
hp,300.0,Used,intel,i7,4.3,notebook/laptop,windows,ssd,256.0,15.6,16.0,hp_i7_standard
samsung,175.0,Unknown,intel,other,2.5,notebook/laptop,windows,ssd,128.0,14.0,4.0,samsung_other_mid
lenovo,309.2,Used,intel,other,1.99,notebook/laptop,windows,unknown,960.0,14.1,,lenovo_other_standard
other,13.05,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,334.5,Used,intel,i5,2.7,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
dell,349.8,Used,intel,i5,,other,windows,unknown,120.0,14.0,,dell_i5_mid
lenovo,340.2,Used,intel,other,1.99,notebook/laptop,windows,unknown,960.0,14.1,,lenovo_other_standard
lenovo,119.0,Used,intel,i5,2.4,notebook/laptop,windows,ssd,128.0,14.0,12.0,lenovo_i5_mid
dell,377.5,Used,intel,i5,3.0,notebook/laptop,windows,ssd,480.0,14.0,,dell_i5_mid
other,521.0,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,260.8,Used,intel,i5,3.0,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
hp,509.5,Refurbished,amd,ryzen7,4.5,notebook/laptop,windows,ssd,512.0,,16.0,hp_ryzen7_unknown
asus,199.9,Unknown,other,celeron,,notebook/laptop,windows,emmc,128.0,11.6,128.0,asus_celeron_small
dell,179.0,Refurbished,other,i5,2.2,notebook/laptop,windows,hdd/ssd,1024.0,15.6,6.0,dell_i5_standard
hp,415.0,Used,intel,i7,1.9,notebook/laptop,windows,ssd,128.0,13.0,16.0,hp_i7_mid
dell,209.0,Used,nvidia,i7,2.7,other,windows,ssd,256.0,15.6,16.0,dell_i7_standard
dell,750.0,Open Box,other,i5,2.6,notebook/laptop,windows,ssd,256.0,14.0,32.0,dell_i5_mid
dell,140.0,Refurbished,other,i5,2.6,notebook/laptop,windows,hdd/ssd,,14.0,,dell_i5_mid
dell,90.0,Used,intel,celeron,1.6,notebook/laptop,windows,hdd/ssd,500.0,15.6,4.0,dell_celeron_standard
lg,310.0,Used,intel,i5,1.2,notebook/laptop,windows,ssd,256.0,14.0,8.0,lg_i5_mid
other,413.2,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,105.0,Used,other,i5,2.8,notebook/laptop,windows,ssd,,14.0,4.0,other_i5_mid
lenovo,899.0,Open Box,intel,i5,4.6,notebook/laptop,windows,ssd,256.0,14.0,,lenovo_i5_mid
dell,45.0,Used,amd,celeron,2.16,notebook/laptop,chrome,ssd,16.0,11.6,4.0,dell_celeron_small
asus,100.0,Unknown,intel,celeron,1.1,notebook/laptop,chrome,emmc,32.0,14.0,4.0,asus_celeron_mid
other,1439.0,New,intel,i9,,notebook/laptop,windows,ssd,1024.0,16.0,16.0,other_i9_large
asus,105.0,Unknown,intel,celeron,1.1,other,chrome,emmc,32.0,11.6,32.0,asus_celeron_small
dell,458.5,Used,nvidia,i5,2.6,notebook/laptop,windows,unknown,960.0,14.0,,dell_i5_mid
other,423.0,Used,intel,i5,3.0,notebook/laptop,windows,ssd,120.0,15.6,,other_i5_standard
hp,319.5,Refurbished,amd,ryzen3,4.1,notebook/laptop,windows,ssd,256.0,17.0,8.0,hp_ryzen3_large
lenovo,150.0,Used,other,i5,2.5,notebook/laptop,windows,ssd,256.0,15.6,16.0,lenovo_i5_standard
other,70.0,New,other,other,,notebook/laptop,windows,unknown,,14.0,,other_other_mid
hp,315.0,New,intel,i3,4.1,notebook/laptop,windows,ssd,256.0,15.6,8.0,hp_i3_standard
other,146.5,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,172.0,New,intel,celeron,1.1,notebook/laptop,windows,ssd,128.0,14.0,6.0,other_celeron_mid
hp,19.98,Unknown,other,other,,notebook/laptop,windows,hdd/ssd,,,,hp_other_unknown
dell,342.0,Used,intel,i5,,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
dell,260.8,Used,intel,i5,3.0,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
hp,650.0,New,intel,i5,2.3,notebook/laptop,windows,ssd,256.0,17.3,8.0,hp_i5_large
dell,298.8,Used,nvidia,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
lenovo,680.0,Refurbished,amd,ryzen7,2.0,notebook/laptop,windows,ssd,1024.0,15.6,40.0,lenovo_ryzen7_standard
other,412.2,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,238.2,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,340.2,Used,intel,other,1.99,notebook/laptop,windows,unknown,960.0,14.1,,lenovo_other_standard
other,327.8,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
dell,45.0,Used,other,other,,notebook/laptop,unknown,unknown,80.0,15.4,2.0,dell_other_standard
dell,198.0,Unknown,other,i7,,other,unknown,unknown,,14.0,,dell_i7_mid
dell,350.0,Used,intel,i7,2.8,notebook/laptop,windows,ssd,512.0,14.0,16.0,dell_i7_mid
other,87.0,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,333.2,Used,other,i5,2.6,other,windows,ssd,500.0,14.0,16.0,other_i5_mid
dell,399.0,Unknown,other,i5,1.6,notebook/laptop,windows,ssd,512.0,15.6,8.0,dell_i5_standard
other,40.0,Used,other,i3,,other,unknown,unknown,,10.8,,other_i3_small
other,24.98,For Parts,other,celeron,1.86,notebook/laptop,unknown,other,,15.6,4.0,other_celeron_standard
other,346.8,Used,intel,i3,3.0,notebook/laptop,windows,ssd,120.0,14.0,,other_i3_mid
lenovo,56.06,Unknown,intel,i5,2.9,notebook/laptop,windows,ssd,240.0,14.0,12.0,lenovo_i5_mid
hp,22.0,Unknown,amd,other,1.6,other,chrome,emmc,16.0,14.0,4.0,hp_other_mid
hp,330.0,New,intel,i3,1.2,notebook/laptop,windows,ssd,256.0,15.6,8.0,hp_i3_standard
lenovo,699.0,New,amd,ryzen5,4.3,notebook/laptop,windows,ssd,2048.0,15.6,40.0,lenovo_ryzen5_standard
dell,365.8,Used,intel,i5,2.7,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
other,337.0,Used,nvidia,other,,other,unknown,unknown,,,,other_other_unknown
dell,496.0,Used,other,i7,,notebook/laptop,windows,ssd,1024.0,14.0,16.0,dell_i7_mid
other,289.0,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,699.0,Used,other,i7,,other,windows,unknown,1024.0,15.6,32.0,dell_i7_standard
other,500.0,Open Box,other,other,,notebook/laptop,windows,unknown,,11.6,,other_other_small
dell,599.0,New,intel,i7,3.0,notebook/laptop,windows,ssd,256.0,14.0,16.0,dell_i7_mid
dell,291.0,Used,nvidia,i5,2.6,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
hp,110.0,Used,intel,i5,2.4,notebook/laptop,windows,ssd,256.0,14.0,16.0,hp_i5_mid
dell,600.0,Refurbished,other,i7,3.1,notebook/laptop,unknown,ssd,1024.0,17.3,32.0,dell_i7_large
hp,320.0,Unknown,intel,i3,2.0,notebook/laptop,windows,ssd,256.0,14.0,8.0,hp_i3_mid
hp,490.0,Used,other,i7,,notebook/laptop,windows,unknown,1024.0,15.6,,hp_i7_standard
hp,130.0,Used,other,other,,notebook/laptop,windows,unknown,4.0,15.6,,hp_other_standard
hp,150.0,Used,intel,celeron,1.6,notebook/laptop,chrome,ssd,16.0,11.6,4.0,hp_celeron_small
dell,425.0,Used,intel,i5,2.5,notebook/laptop,windows,ssd,500.0,17.3,16.0,dell_i5_large
dell,318.2,Used,nvidia,i5,2.6,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
dell,396.0,Used,intel,i5,2.8,notebook/laptop,windows,unknown,120.0,12.5,,dell_i5_mid
dell,53.0,Refurbished,intel,celeron,2.16,notebook/laptop,chrome,ssd,16.0,11.6,4.0,dell_celeron_small
other,225.0,Used,other,i5,2.4,other,windows,ssd,256.0,10.1,8.0,other_i5_small
hp,243.0,Used,intel,other,2.1,notebook/laptop,windows,ssd,256.0,14.0,8.0,hp_other_mid
dell,740.0,Open Box,intel,i5,1.6,notebook/laptop,windows,ssd,512.0,15.6,16.0,dell_i5_standard
hp,749.5,Unknown,intel,i7,1.8,notebook/laptop,windows,ssd,512.0,14.0,16.0,hp_i7_mid
hp,260.0,Refurbished,other,i7,2.4,notebook/laptop,windows,ssd,512.0,14.0,16.0,hp_i7_mid
lenovo,149.0,Used,other,i5,2.6,notebook/laptop,windows,ssd,256.0,13.3,16.0,lenovo_i5_mid
dell,450.0,Refurbished,intel,i5,2.6,notebook/laptop,windows,ssd,1024.0,11.6,16.0,dell_i5_small
other,70.0,Unknown,other,other,,other,unknown,unknown,,11.6,,other_other_small
hp,670.0,Open Box,intel,i7,2.1,notebook/laptop,windows,ssd,1024.0,17.3,16.0,hp_i7_large
dell,140.0,Unknown,intel,i7,3.9,notebook/laptop,windows,ssd,512.0,14.0,32.0,dell_i7_mid
dell,199.0,Refurbished,intel,i7,1.9,notebook/laptop,windows,ssd,256.0,14.0,16.0,dell_i7_mid
other,253.0,New,other,celeron,2.9,notebook/laptop,windows,ssd,512.0,17.3,8.0,other_celeron_large
dell,380.2,Used,intel,i5,3.0,notebook/laptop,windows,ssd,960.0,14.0,,dell_i5_mid
other,477.5,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,4.42,New,other,other,,notebook/laptop,windows,unknown,,15.6,,other_other_standard
dell,700.0,Refurbished,intel,i5,2.6,notebook/laptop,windows,ssd,512.0,,16.0,dell_i5_unknown
dell,119.9,Used,other,other,,notebook/laptop,windows,hdd/ssd,,,,dell_other_unknown
lenovo,180.0,Refurbished,other,i5,2.6,notebook/laptop,windows,ssd,512.0,14.0,12.0,lenovo_i5_mid
hp,30.0,Used,other,other,2.1,notebook/laptop,linux,hdd/ssd,250.0,15.4,2.0,hp_other_standard
lenovo,565.0,New,intel,i3,1.49,notebook/laptop,windows,ssd,256.0,15.6,,lenovo_i3_standard
dell,189.0,Refurbished,intel,i5,2.7,notebook/laptop,windows,ssd,512.0,14.0,8.0,dell_i5_mid
hp,50.0,Used,other,i5,2.5,other,unknown,unknown,,15.5,4.0,hp_i5_standard
dell,234.5,Used,intel,i5,2.5,notebook/laptop,windows,ssd,128.0,14.0,16.0,dell_i5_mid
lg,850.0,Unknown,intel,i7,2.2,notebook/laptop,windows,ssd,512.0,15.6,16.0,lg_i7_standard
dell,29.95,For Parts,other,other,,notebook/laptop,unknown,unknown,,15.6,,dell_other_standard
acer,435.0,Used,nvidia,i5,2.6,notebook/laptop,windows,ssd,256.0,15.6,16.0,acer_i5_standard
dell,398.0,Used,nvidia,i5,2.6,notebook/laptop,windows,unknown,480.0,14.0,,dell_i5_mid
dell,328.5,Used,nvidia,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
lenovo,325.2,Used,intel,i5,2.8,notebook/laptop,windows,unknown,120.0,14.0,,lenovo_i5_mid
dell,588.5,Used,other,i5,2.5,notebook/laptop,windows,hdd/ssd,320.0,,,dell_i5_unknown
dell,360.5,Used,intel,i5,,other,windows,unknown,240.0,14.0,,dell_i5_mid
lenovo,530.0,Refurbished,intel,i7,3.0,notebook/laptop,windows,ssd,256.0,13.3,16.0,lenovo_i7_mid
dell,575.0,Open Box,other,i5,2.8,notebook/laptop,windows,ssd,1024.0,13.3,8.0,dell_i5_mid
microsoft,219.5,Used,other,i5,,other,windows,unknown,128.0,12.0,128.0,microsoft_i5_small
hp,50.0,Unknown,intel,pentium,2.7,notebook/laptop,chrome,emmc,64.0,14.0,4.0,hp_pentium_mid
dell,420.5,Used,intel,i5,3.0,notebook/laptop,windows,unknown,960.0,14.0,,dell_i5_mid
other,200.0,Used,other,i5,2.4,notebook/laptop,windows,hdd/ssd,160.0,15.4,4.0,other_i5_standard
microsoft,255.0,Used,intel,i5,1.1,notebook/laptop,windows,ssd,128.0,12.3,8.0,microsoft_i5_mid
other,19.58,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,384.0,Used,intel,i5,,notebook/laptop,windows,unknown,480.0,14.0,,dell_i5_mid
dell,21.95,Used,amd,other,2.0,notebook/laptop,windows,hdd/ssd,180.0,15.4,4.0,dell_other_standard
dell,384.0,Used,intel,i5,,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
dell,19.0,For Parts,other,other,,notebook/laptop,unknown,unknown,,14.0,,dell_other_mid
lenovo,399.8,Used,intel,i5,,notebook/laptop,windows,unknown,480.0,14.0,,lenovo_i5_mid
hp,150.4,Used,intel,celeron,1.1,other,chrome,emmc,32.0,12.0,4.0,hp_celeron_small
acer,399.0,New,intel,i3,3.0,notebook/laptop,windows,ssd,256.0,17.3,8.0,acer_i3_large
hp,230.0,Used,intel,i7,1.8,notebook/laptop,windows,ssd,256.0,14.0,,hp_i7_mid
other,890.0,New,intel,pentium,1.1,notebook/laptop,windows,ssd,128.0,10.0,8.0,other_pentium_small
other,412.2,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,800.0,Unknown,amd,ryzen7,2.0,notebook/laptop,windows,ssd,1024.0,13.3,16.0,lenovo_ryzen7_mid
dell,449.8,Used,nvidia,i5,2.6,notebook/laptop,windows,unknown,960.0,14.0,,dell_i5_mid
dell,489.5,Used,other,other,,other,unknown,unknown,,14.1,,dell_other_standard
dell,216.0,Refurbished,nvidia,i7,2.7,notebook/laptop,windows,ssd,512.0,15.6,16.0,dell_i7_standard
lenovo,200.0,Unknown,mali,other,2.0,notebook/laptop,chrome,hdd/ssd,128.0,10.1,4.0,lenovo_other_small
dell,300.0,Used,nvidia,i7,2.8,notebook/laptop,windows,hdd/ssd,256.0,15.0,8.0,dell_i7_standard
